Gene stable ID,Gene name,Gene type,Database of genes from NCBI RefSeq genomes ID
LOC117183700,,lncRNA,117183700
LOC4814932,,protein_coding,4814932
LOC4817094,,protein_coding,4817094
LOC4814733,,protein_coding,4814733
LOC4815827,,protein_coding,4815827
LOC6901853,,protein_coding,6901853
LOC6900541,,protein_coding,6900541
LOC4812588,,protein_coding,4812588
LOC6896697,,protein_coding,6896697
LOC4813179,,protein_coding,4813179
LOC4812706,,protein_coding,4812706
LOC44805026,HCS66_mgt04,tRNA,44805026
LOC26532074,,lncRNA,26532074
LOC117183839,Trnag-gcc,tRNA,117183839
LOC26533491,,lncRNA,26533491
LOC6903296,,protein_coding,6903296
LOC4811754,,protein_coding,4811754
LOC117185138,,protein_coding,117185138
LOC26532137,,protein_coding,26532137
LOC6901312,,protein_coding,6901312
LOC4801794,,protein_coding,4801794
LOC26532591,,protein_coding,26532591
LOC117185032,,protein_coding,117185032
LOC4813194,,protein_coding,4813194
LOC117183635,,protein_coding,117183635
LOC4802483,,protein_coding,4802483
LOC4811665,,protein_coding,4811665
LOC4802219,,protein_coding,4802219
LOC26533192,,protein_coding,26533192
LOC4817713,,protein_coding,4817713
LOC6903472,,protein_coding,6903472
LOC4813993,,protein_coding,4813993
LOC4816287,,protein_coding,4816287
LOC26534223,,protein_coding,26534223
LOC4800588,,protein_coding,4800588
LOC4814136,,protein_coding,4814136
LOC6897455,,protein_coding,6897455
LOC4803894,,protein_coding,4803894
LOC4818028,,protein_coding,4818028
LOC4815828,,protein_coding,4815828
LOC4801184,,protein_coding,4801184
LOC4803117,,protein_coding,4803117
LOC26532175,,protein_coding,26532175
LOC4801969,,protein_coding,4801969
LOC6898149,,protein_coding,6898149
LOC6901617,,protein_coding,6901617
LOC117184510,,lncRNA,117184510
LOC4812728,,protein_coding,4812728
LOC117183181,,protein_coding,117183181
LOC4803830,,protein_coding,4803830
LOC26532775,,protein_coding,26532775
LOC6898040,,protein_coding,6898040
LOC4813765,,protein_coding,4813765
LOC117185519,,rRNA,117185519
LOC6896742,,protein_coding,6896742
LOC4814281,,protein_coding,4814281
LOC6902132,,protein_coding,6902132
LOC4801992,,protein_coding,4801992
LOC4801103,,protein_coding,4801103
LOC4801547,,protein_coding,4801547
LOC6898698,,protein_coding,6898698
LOC6902298,,protein_coding,6902298
LOC6897155,,protein_coding,6897155
LOC4817668,,protein_coding,4817668
LOC26533063,,lncRNA,26533063
LOC4814165,,protein_coding,4814165
LOC4814816,,protein_coding,4814816
LOC4804962,,protein_coding,4804962
LOC26532958,,pseudogene,26532958
LOC6901374,,protein_coding,6901374
LOC4812686,,protein_coding,4812686
LOC6897148,,protein_coding,6897148
LOC117183951,,lncRNA,117183951
LOC4800324,,protein_coding,4800324
LOC117185659,,protein_coding,117185659
LOC6897801,,protein_coding,6897801
LOC4815315,,protein_coding,4815315
LOC4813075,,protein_coding,4813075
LOC6903558,,protein_coding,6903558
LOC4814129,,protein_coding,4814129
LOC4816514,,protein_coding,4816514
LOC6903300,,protein_coding,6903300
LOC6897362,,protein_coding,6897362
LOC6903103,,protein_coding,6903103
LOC4813243,,protein_coding,4813243
LOC4801624,,protein_coding,4801624
LOC4805002,,protein_coding,4805002
LOC4812509,,protein_coding,4812509
LOC26532192,,lncRNA,26532192
LOC4804055,,protein_coding,4804055
LOC4815573,,protein_coding,4815573
LOC117183735,,lncRNA,117183735
LOC4817133,,protein_coding,4817133
LOC6903120,,protein_coding,6903120
LOC117184644,,protein_coding,117184644
LOC117184986,,lncRNA,117184986
LOC4801226,,protein_coding,4801226
LOC4804512,,protein_coding,4804512
LOC117184698,,lncRNA,117184698
LOC26531996,,protein_coding,26531996
LOC4802982,,protein_coding,4802982
LOC6902453,,protein_coding,6902453
LOC4815218,,protein_coding,4815218
LOC6902571,,protein_coding,6902571
LOC5384075,,protein_coding,5384075
LOC4805110,,protein_coding,4805110
LOC6902633,,protein_coding,6902633
LOC4814546,,protein_coding,4814546
LOC6900588,,protein_coding,6900588
LOC4818171,,protein_coding,4818171
LOC4816811,,protein_coding,4816811
LOC117184131,,lncRNA,117184131
LOC4816767,,protein_coding,4816767
LOC6897499,,protein_coding,6897499
LOC117183968,,protein_coding,117183968
LOC6903174,,protein_coding,6903174
LOC6899222,,protein_coding,6899222
LOC4800299,,protein_coding,4800299
LOC117183760,,lncRNA,117183760
LOC117184863,,protein_coding,117184863
LOC26534447,,protein_coding,26534447
LOC26534051,,lncRNA,26534051
LOC4804833,,protein_coding,4804833
LOC4801831,,protein_coding,4801831
LOC4804443,,protein_coding,4804443
LOC4818097,,protein_coding,4818097
LOC26532111,,protein_coding,26532111
LOC4813543,,protein_coding,4813543
LOC117185019,,lncRNA,117185019
LOC6903240,,protein_coding,6903240
LOC6898231,,protein_coding,6898231
LOC4805449,,protein_coding,4805449
LOC6898805,,protein_coding,6898805
LOC6898627,,protein_coding,6898627
LOC6898268,,protein_coding,6898268
LOC4813191,,protein_coding,4813191
LOC4815687,,protein_coding,4815687
LOC4803423,,protein_coding,4803423
LOC4818169,,protein_coding,4818169
LOC6900542,,protein_coding,6900542
LOC4811775,,protein_coding,4811775
LOC117183666,,lncRNA,117183666
LOC6896963,,protein_coding,6896963
LOC4811697,,protein_coding,4811697
LOC6902102,,protein_coding,6902102
LOC6903054,,protein_coding,6903054
LOC4814543,,protein_coding,4814543
LOC117183320,,lncRNA,117183320
LOC26532882,,protein_coding,26532882
LOC6901360,,snoRNA,6901360
LOC117184275,,lncRNA,117184275
LOC6900388,,protein_coding,6900388
LOC117184538,,protein_coding,117184538
LOC13036427,,protein_coding,13036427
LOC4813827,,protein_coding,4813827
LOC4801697,,protein_coding,4801697
LOC6900836,,protein_coding,6900836
LOC6900793,,protein_coding,6900793
LOC4801571,,protein_coding,4801571
LOC4812985,,protein_coding,4812985
LOC26532247,,protein_coding,26532247
LOC4812128,,protein_coding,4812128
LOC15382870,,protein_coding,15382870
LOC4811817,,protein_coding,4811817
LOC117184468,,pseudogene,117184468
LOC6901054,,protein_coding,6901054
LOC4802669,,protein_coding,4802669
LOC6903026,,protein_coding,6903026
LOC4816060,,protein_coding,4816060
LOC4800315,,protein_coding,4800315
LOC4801943,,protein_coding,4801943
LOC117184949,,lncRNA,117184949
LOC4804457,,protein_coding,4804457
LOC4813941,,protein_coding,4813941
LOC4803154,,protein_coding,4803154
LOC26533200,,protein_coding,26533200
LOC117183434,Trnaw-cca,tRNA,117183434
LOC6900890,,protein_coding,6900890
LOC6903428,,protein_coding,6903428
LOC4818001,,protein_coding,4818001
LOC117184150,,lncRNA,117184150
LOC26532543,,lncRNA,26532543
LOC4802875,,protein_coding,4802875
LOC13036392,,protein_coding,13036392
LOC4817174,,protein_coding,4817174
LOC117183891,Trnae-uuc-2,tRNA,117183891
LOC26532847,,protein_coding,26532847
LOC6903104,,protein_coding,6903104
LOC4801995,,protein_coding,4801995
LOC6898015,,snRNA,6898015
LOC4815774,,protein_coding,4815774
LOC6900048,,protein_coding,6900048
LOC4815897,,protein_coding,4815897
LOC4801237,,protein_coding,4801237
LOC6900073,,protein_coding,6900073
LOC4814071,,protein_coding,4814071
LOC26533162,,protein_coding,26533162
LOC117184747,,lncRNA,117184747
LOC26532583,,lncRNA,26532583
LOC6896686,,protein_coding,6896686
LOC4812895,,protein_coding,4812895
LOC26532258,,lncRNA,26532258
LOC4802621,,protein_coding,4802621
LOC26533882,,lncRNA,26533882
LOC4804708,,protein_coding,4804708
LOC4812770,,protein_coding,4812770
LOC117183325,,protein_coding,117183325
LOC6897554,,protein_coding,6897554
LOC6900587,,protein_coding,6900587
LOC6903978,,protein_coding,6903978
LOC117184749,,protein_coding,117184749
LOC4817796,,protein_coding,4817796
LOC117184583,,lncRNA,117184583
LOC4812419,,protein_coding,4812419
LOC4816463,,protein_coding,4816463
LOC6898163,,protein_coding,6898163
LOC4817108,,protein_coding,4817108
LOC4816300,,protein_coding,4816300
LOC6896970,,protein_coding,6896970
LOC6897109,,protein_coding,6897109
LOC6900482,,protein_coding,6900482
LOC4816337,,protein_coding,4816337
LOC117185142,,protein_coding,117185142
LOC117183869,Trnah-gug-4,tRNA,117183869
LOC4816175,,protein_coding,4816175
LOC6902447,,protein_coding,6902447
LOC4804387,,protein_coding,4804387
LOC6898971,,protein_coding,6898971
LOC6902275,,protein_coding,6902275
LOC4815236,,protein_coding,4815236
LOC6903241,,protein_coding,6903241
LOC4804296,,protein_coding,4804296
LOC4817792,,protein_coding,4817792
LOC6903150,,protein_coding,6903150
LOC4817227,,protein_coding,4817227
LOC4812286,,protein_coding,4812286
LOC6902482,,protein_coding,6902482
LOC4813614,,protein_coding,4813614
LOC4803771,,protein_coding,4803771
LOC26533476,,protein_coding,26533476
LOC4817432,,protein_coding,4817432
LOC6896776,,protein_coding,6896776
LOC4803675,,protein_coding,4803675
LOC4803391,,protein_coding,4803391
LOC6902723,,protein_coding,6902723
LOC4816274,,protein_coding,4816274
LOC4813641,,protein_coding,4813641
LOC4804972,,protein_coding,4804972
LOC4818137,,protein_coding,4818137
LOC6902393,,protein_coding,6902393
LOC4814879,,protein_coding,4814879
LOC4805618,,protein_coding,4805618
LOC6902765,,protein_coding,6902765
LOC4803128,,protein_coding,4803128
LOC6900276,,snoRNA,6900276
LOC117184023,,protein_coding,117184023
LOC6901384,,protein_coding,6901384
LOC4816167,,protein_coding,4816167
LOC6896746,,protein_coding,6896746
LOC117183710,,protein_coding,117183710
LOC26533744,,protein_coding,26533744
LOC4812931,,protein_coding,4812931
LOC4814396,,protein_coding,4814396
LOC117184610,,lncRNA,117184610
LOC6897405,,protein_coding,6897405
LOC4815533,,protein_coding,4815533
LOC4816318,,protein_coding,4816318
LOC4805565,,protein_coding,4805565
LOC4812436,,protein_coding,4812436
LOC4804848,,protein_coding,4804848
LOC117183250,,protein_coding,117183250
LOC4817518,,protein_coding,4817518
LOC4803101,,protein_coding,4803101
LOC4816386,,protein_coding,4816386
LOC4814116,,protein_coding,4814116
LOC4812114,,protein_coding,4812114
LOC6899195,,protein_coding,6899195
LOC26533167,,lncRNA,26533167
LOC117184770,,lncRNA,117184770
LOC4816885,,protein_coding,4816885
LOC4814891,,protein_coding,4814891
LOC4812075,,protein_coding,4812075
LOC6896913,,protein_coding,6896913
LOC4803957,,protein_coding,4803957
LOC6900096,,protein_coding,6900096
LOC4816185,,protein_coding,4816185
LOC4804421,,protein_coding,4804421
LOC4817952,,protein_coding,4817952
LOC26533253,,protein_coding,26533253
LOC4802023,,protein_coding,4802023
LOC117183463,Trnat-agu-4,tRNA,117183463
LOC4816537,,protein_coding,4816537
LOC117183685,,lncRNA,117183685
LOC4817512,,protein_coding,4817512
LOC6903471,,protein_coding,6903471
LOC26532394,,lncRNA,26532394
LOC4803570,,protein_coding,4803570
LOC6898070,,protein_coding,6898070
LOC6899744,,protein_coding,6899744
LOC4813062,,protein_coding,4813062
LOC4815209,,protein_coding,4815209
LOC117184509,,lncRNA,117184509
LOC26532938,,protein_coding,26532938
LOC4801781,,protein_coding,4801781
LOC117184876,,protein_coding,117184876
LOC4816208,,protein_coding,4816208
LOC6901487,,protein_coding,6901487
LOC4801746,,protein_coding,4801746
LOC4814197,,protein_coding,4814197
LOC4813087,,protein_coding,4813087
LOC6898437,,protein_coding,6898437
LOC117185643,,lncRNA,117185643
LOC4814171,,protein_coding,4814171
LOC6899900,,protein_coding,6899900
LOC4805389,,protein_coding,4805389
LOC6901860,,protein_coding,6901860
LOC117184106,,protein_coding,117184106
LOC4805004,,protein_coding,4805004
LOC6902320,,protein_coding,6902320
LOC4803758,,protein_coding,4803758
LOC6900710,,protein_coding,6900710
LOC117185250,,pseudogene,117185250
LOC6900427,,protein_coding,6900427
LOC117183855,Trnaa-cgc-3,tRNA,117183855
LOC4812047,,protein_coding,4812047
LOC4813775,,protein_coding,4813775
LOC6903523,,protein_coding,6903523
LOC6901965,,protein_coding,6901965
LOC4813254,,protein_coding,4813254
LOC117185442,,rRNA,117185442
LOC117184428,,protein_coding,117184428
LOC117185473,,rRNA,117185473
LOC117185202,,protein_coding,117185202
LOC117185199,,lncRNA,117185199
LOC4804434,,protein_coding,4804434
LOC4815518,,protein_coding,4815518
LOC6900875,,protein_coding,6900875
LOC4803879,,protein_coding,4803879
LOC13036429,,protein_coding,13036429
LOC4802494,,protein_coding,4802494
LOC4803558,,protein_coding,4803558
LOC6902456,,protein_coding,6902456
LOC4803343,,protein_coding,4803343
LOC4813956,,protein_coding,4813956
LOC4813182,,protein_coding,4813182
LOC4812537,,protein_coding,4812537
LOC4811703,,protein_coding,4811703
LOC6897373,,protein_coding,6897373
LOC4805456,,protein_coding,4805456
LOC117184852,,lncRNA,117184852
LOC4804086,,protein_coding,4804086
LOC4812519,,protein_coding,4812519
LOC6900727,,protein_coding,6900727
LOC4814486,,protein_coding,4814486
LOC117184704,,lncRNA,117184704
LOC4805081,,protein_coding,4805081
LOC4815107,,protein_coding,4815107
LOC6902645,,protein_coding,6902645
LOC117184513,,lncRNA,117184513
LOC26533188,,lncRNA,26533188
LOC13036497,,protein_coding,13036497
LOC4803362,,protein_coding,4803362
LOC26533410,,protein_coding,26533410
LOC4817567,,protein_coding,4817567
LOC4814034,,protein_coding,4814034
LOC4812026,,protein_coding,4812026
LOC26533512,,protein_coding,26533512
LOC4800794,,protein_coding,4800794
LOC6900296,,protein_coding,6900296
LOC6903352,,protein_coding,6903352
LOC4804083,,protein_coding,4804083
LOC4805310,,protein_coding,4805310
LOC6897456,,protein_coding,6897456
LOC6898541,,protein_coding,6898541
LOC4814683,,protein_coding,4814683
LOC6897898,,protein_coding,6897898
LOC4817087,,protein_coding,4817087
LOC4802838,,protein_coding,4802838
LOC4804775,,protein_coding,4804775
LOC4802500,,protein_coding,4802500
LOC117183252,,lncRNA,117183252
LOC6902032,,protein_coding,6902032
LOC6901055,,protein_coding,6901055
LOC117185591,Trnae-cuc-17,tRNA,117185591
LOC6899436,,protein_coding,6899436
LOC26531984,,lncRNA,26531984
LOC117184965,,lncRNA,117184965
LOC4805152,,protein_coding,4805152
LOC117183240,,lncRNA,117183240
LOC4803358,,protein_coding,4803358
LOC4805741,,protein_coding,4805741
LOC6900764,,protein_coding,6900764
LOC4801636,,protein_coding,4801636
LOC4804261,,protein_coding,4804261
LOC117183162,,protein_coding,117183162
LOC4817762,,protein_coding,4817762
LOC117183613,,lncRNA,117183613
LOC6903205,,protein_coding,6903205
LOC117183825,Trnag-ucc-4,tRNA,117183825
LOC6898336,,protein_coding,6898336
LOC4811779,,protein_coding,4811779
LOC26532541,,protein_coding,26532541
LOC6897751,,protein_coding,6897751
LOC4814656,,protein_coding,4814656
LOC4817413,,protein_coding,4817413
LOC4812382,,protein_coding,4812382
LOC4800790,,protein_coding,4800790
LOC6897625,,protein_coding,6897625
LOC6900826,,protein_coding,6900826
LOC4814248,,protein_coding,4814248
LOC4816142,,protein_coding,4816142
LOC4818194,,protein_coding,4818194
LOC6897407,,protein_coding,6897407
LOC4801617,,protein_coding,4801617
LOC6902708,,protein_coding,6902708
LOC4804609,,protein_coding,4804609
LOC4804918,,protein_coding,4804918
LOC117184803,,lncRNA,117184803
LOC6898499,,protein_coding,6898499
LOC4815621,,protein_coding,4815621
LOC4801537,,protein_coding,4801537
LOC26533006,,protein_coding,26533006
LOC26532519,,lncRNA,26532519
LOC6896695,,protein_coding,6896695
LOC4804165,,protein_coding,4804165
LOC4801618,,protein_coding,4801618
LOC6897855,,protein_coding,6897855
LOC6901777,,protein_coding,6901777
LOC4803250,,protein_coding,4803250
LOC4803004,,protein_coding,4803004
LOC6903619,,protein_coding,6903619
LOC26534423,,lncRNA,26534423
LOC6900758,,protein_coding,6900758
LOC117183977,,protein_coding,117183977
LOC4812928,,protein_coding,4812928
LOC4812958,,protein_coding,4812958
LOC6902623,,protein_coding,6902623
LOC4811932,,protein_coding,4811932
LOC6903936,,protein_coding,6903936
LOC26532954,,protein_coding,26532954
LOC6901084,,protein_coding,6901084
LOC15382895,,protein_coding,15382895
LOC4800664,,protein_coding,4800664
LOC6901388,,protein_coding,6901388
LOC4815605,,protein_coding,4815605
LOC4803518,,protein_coding,4803518
LOC26532300,,lncRNA,26532300
LOC6901452,,protein_coding,6901452
LOC4816904,,protein_coding,4816904
LOC4803837,,protein_coding,4803837
LOC4805183,,protein_coding,4805183
LOC6903458,,lncRNA,6903458
LOC44805049,HCS66_mgt20,tRNA,44805049
LOC4803270,,protein_coding,4803270
LOC26533713,,lncRNA,26533713
LOC26533611,,lncRNA,26533611
LOC6898228,,protein_coding,6898228
LOC26534114,,protein_coding,26534114
LOC117184567,,lncRNA,117184567
LOC4801096,,protein_coding,4801096
LOC4804234,,protein_coding,4804234
LOC6900952,,protein_coding,6900952
LOC26532010,,protein_coding,26532010
LOC4804173,,protein_coding,4804173
LOC117184435,,protein_coding,117184435
LOC6901619,,protein_coding,6901619
LOC6902130,,protein_coding,6902130
LOC6901600,,protein_coding,6901600
LOC4816224,,protein_coding,4816224
LOC6902500,,protein_coding,6902500
LOC6901229,,protein_coding,6901229
LOC6897089,,protein_coding,6897089
LOC4814937,,protein_coding,4814937
LOC4815795,,protein_coding,4815795
LOC117184617,,protein_coding,117184617
LOC4814188,,protein_coding,4814188
LOC6901105,,protein_coding,6901105
LOC4815576,,protein_coding,4815576
LOC26532895,,lncRNA,26532895
LOC6897917,,protein_coding,6897917
LOC4811971,,protein_coding,4811971
LOC4803599,,protein_coding,4803599
LOC6900554,,protein_coding,6900554
LOC4805092,,protein_coding,4805092
LOC4800500,,protein_coding,4800500
LOC26532944,,lncRNA,26532944
LOC4801771,,protein_coding,4801771
